"W1","W2","A","Y"
3,1,5,39.3246400965908
2,0,5,39.3247419272285
2,0,5,39.3250039996142
1,0,5,37.8263465392846
2,0,3,37.2072159656689
2,0,6,40.1673305527163
1,0,3,35.67966125798
2,0,6,40.1632833595611
1,0,7,39.4487702656015
3,1,3,37.7933206027972
2,0,5,39.3353252569539
1,1,1,31.5112786002524
1,0,6,38.6873195785096
2,1,4,37.1682145234955
2,1,5,37.830598946177
1,1,3,34.8068618673307
1,0,4,36.8513215231013
1,0,4,36.8491705036762
2,0,6,40.1708486011147
1,0,5,37.841625400078
3,0,4,39.8548405384036
2,0,4,38.3616235612879
3,1,2,36.579947615927
1,0,5,37.8176408016032
2,1,5,37.8468413016651
2,0,4,38.3606989375373
3,0,4,39.8723008276232
1,1,2,33.5658560158377
1,0,4,36.8545044231612
3,0,3,38.6830851241243
3,0,3,38.7111507879424
3,0,4,39.8560652473103
1,0,4,36.8514736290277
2,0,4,38.3635556862253
3,0,5,40.8196628303041
2,0,6,40.1819332031374
1,0,5,37.8104430447324
2,1,5,37.8291281099524
3,0,4,39.8618220757887
1,1,3,34.8113066426304
3,1,4,38.6515655848543
3,1,2,36.5762079980646
1,1,4,35.6798701620229
1,0,5,37.8207758571853
3,1,3,37.7938038299517
2,0,5,39.3065026392669
3,0,6,41.6717538633327
3,1,1,34.5079156797376
1,0,6,38.7004942635607
3,1,4,38.6424374294208
3,0,5,40.8161075657756
1,1,4,35.6654852228945
1,1,4,35.6582992189707
1,1,3,34.7806254811617
3,0,7,42.4296046024992
3,1,1,34.5069392602482
2,1,3,36.2922817704529
1,0,3,35.7206278453298
1,1,5,36.3255305763765
1,0,4,36.8591123498445
1,0,6,38.6732223697134
2,0,5,39.3167846728488
2,0,3,37.1858327493665
1,0,5,37.8430672158503
1,0,6,38.6754131203531
1,0,4,36.8500322868479
1,0,6,38.6887629718939
3,0,5,40.8336280929811
3,1,3,37.8021243534595
2,0,3,37.196512413023
3,0,4,39.8618166643658
2,0,4,38.3504642170135
1,0,6,38.6905358022736
1,1,4,35.6456273974478
1,0,7,39.4248243577283
2,0,5,39.3293231085043
1,1,2,33.5820542692638
2,1,3,36.2962390888888
1,0,5,37.8277820562523
1,0,5,37.834158208333
1,1,6,36.8873844964399
3,1,6,39.8779662953019
2,1,4,37.1597462743232
3,0,5,40.8341580580714
1,0,6,38.6785904626876
1,0,3,35.6907050777036
3,0,3,38.6967698828623
1,0,5,37.8366720509218
1,1,4,35.6744848899512
3,0,2,37.1742201962946
3,0,2,37.1764158376786
3,0,3,38.6925958583725
3,0,5,40.8158919941393
2,0,4,38.3416191051108
2,0,4,38.3511240318225
2,0,4,38.3543252753902
2,0,3,37.1873477646104
1,1,4,35.6531424540299
3,0,6,41.6792505058574
2,1,4,37.1608598058827
2,0,5,39.3282072882058
2,0,3,37.1856476252726
2,0,5,39.3388224406304
3,0,3,38.694377577205
1,1,3,34.8105994963939
2,0,5,39.3254764900146
3,1,4,38.6498140625653
2,0,4,38.356474722335
1,0,4,36.8760929670626
2,1,2,35.0821305357928
3,0,3,38.6962871527031
2,1,6,38.3844344804294
3,0,3,38.7025737245959
3,1,2,36.5786743526024
1,0,5,37.8064726637345
1,1,3,34.792087873897
1,0,3,35.7172834899049
1,0,4,36.8577707707933
2,0,5,39.340315758943
2,0,4,38.355569810131
2,1,2,35.0680877003416
1,0,5,37.8280349923853
2,0,5,39.3337000379957
1,1,4,35.64994005565
2,0,6,40.1656502940491
3,0,4,39.850422186721
3,1,1,34.497304696237
1,0,3,35.6972452373114
3,0,3,38.7095611733747
3,1,3,37.804754838776
3,0,2,37.1752730943495
2,0,4,38.3684327408025
3,1,3,37.7841934645792
3,1,4,38.6676872614266
2,1,4,37.1451820858378
2,0,6,40.1678827916469
3,0,3,38.6866633124755
1,0,5,37.818864246973
2,0,6,40.1743664806008
1,1,6,36.8613894854275
3,0,5,40.8351803579917
3,0,2,37.1873567993973
2,1,2,35.0729943107929
1,0,4,36.8511579566438
3,0,5,40.8322200171203
2,0,3,37.1958376725676
1,0,6,38.6826257491672
1,0,5,37.8428667374412
2,1,2,35.0951908689769
2,0,6,40.192886337134
3,0,4,39.8598163652354
1,0,5,37.8273849714614
3,1,4,38.659766333456
1,1,3,34.7874406454491
3,0,3,38.6996778644193
3,0,3,38.6833354304656
2,0,3,37.2047780933698
2,0,6,40.1694347932873
1,0,6,38.668676991516
2,1,3,36.3069857270737
2,1,2,35.0889596058954
3,0,2,37.1978693250051
3,1,3,37.7753719026579
3,1,4,38.6711339571898
3,0,6,41.6895623768262
2,0,5,39.3203281151035
2,0,4,38.3662500346938
2,1,3,36.2980182040823
3,1,3,37.7924830491459
2,0,2,35.67028260808
3,0,5,40.8181779350628
3,1,3,37.7697682637679
2,1,2,35.0920196802277
2,0,4,38.3643002957257
2,0,5,39.3314489622342
3,0,6,41.6609576576272
1,1,6,36.8811985429792
2,1,5,37.8452503128775
3,0,5,40.8036759007375
2,0,5,39.3277759576941
2,0,7,40.9390107033995
2,1,4,37.148075731039
3,0,3,38.7032219333296
1,0,5,37.818635759889
2,0,3,37.1876480352505
3,1,2,36.5841057280127
3,1,3,37.8072012346892
3,0,4,39.8671071278018
2,0,6,40.1707772056493
2,0,2,35.6917194686072
3,0,5,40.8236233577716
1,0,5,37.8146094216521
3,1,4,38.6439912925477
3,0,5,40.8213346789513
2,0,4,38.3615824496342
2,1,3,36.2826184372962
2,0,6,40.1916725862482
1,0,7,39.446914011607
1,0,5,37.8284785533838
3,1,3,37.7981616586761
3,1,3,37.7975990055219
3,1,4,38.6743857604105
2,0,4,38.355689281336
2,0,4,38.3620893036163
2,1,4,37.1713434490876
2,0,3,37.2118611233437
2,0,3,37.2031857551183
1,0,6,38.6787761691258
1,1,3,34.7875464276059
3,1,3,37.7776083747255
2,1,5,37.84171987802
1,0,7,39.4308894068815
2,0,3,37.2190462895347
2,0,4,38.3491504868989
2,0,6,40.1580333206411
3,0,3,38.7046430610024
1,1,4,35.6491410610075
1,1,4,35.6592215906254
3,0,4,39.8627168748479
3,0,3,38.696121708975
1,0,6,38.679895322132
3,0,4,39.8586563001014
2,0,7,40.9317108313044
2,1,3,36.3094283759099
1,1,3,34.8017647702515
1,0,4,36.856046129689
1,0,4,36.8373016844144
3,1,4,38.6584001122589
2,0,5,39.3196390677381
2,0,5,39.3185890030097
3,0,5,40.8268793102455
1,0,2,34.1879446290099
3,1,2,36.5685469306579
1,0,6,38.6599042656829
2,1,6,38.3777024820477
2,0,5,39.3242061123567
2,0,4,38.3497380058835
1,0,5,37.8268235457569
3,1,6,39.8695545764954
2,1,4,37.1626984426774
1,0,6,38.6845977325582
2,0,5,39.3349361845146
1,1,4,35.6545935274033
1,1,3,34.7829436851204
1,0,6,38.6685664594644
1,1,4,35.6670579919662
1,0,4,36.8594512975246
3,0,3,38.6913323531088
3,1,3,37.7925084084603
3,0,3,38.7138049201622
1,1,4,35.641881683285
3,0,4,39.8721698333897
2,1,3,36.299413908753
3,0,2,37.1637532892064
1,0,6,38.6824780981781
3,0,4,39.8424063831548
1,0,3,35.7009381575636
3,1,4,38.6441092066432
3,0,2,37.1804974928679
2,1,5,37.8165869253139
1,0,5,37.8360735219971
1,0,6,38.6832298111566
3,0,7,42.4462690240853
2,1,3,36.2903320103392
1,0,5,37.8228474740211
1,1,3,34.8150902457207
3,0,2,37.1575131941445
2,0,5,39.3191620854417
1,0,2,34.1769819955269
2,1,4,37.1497646669416
1,0,4,36.8589056568505
1,0,2,34.1879663342615
1,0,2,34.1760593565604
3,0,4,39.8695500103785
3,0,4,39.848100468736
2,0,5,39.3321348440756
2,0,7,40.956602458513
2,0,7,40.9529480377758
1,1,2,33.5766101844699
3,0,4,39.8589957760998
3,1,1,34.4938071761599
2,0,7,40.9369006279259
1,0,5,37.837770883095
1,1,4,35.6586467019913
1,0,4,36.8670941657458
2,1,3,36.3036214669861
2,0,5,39.336907493657
3,0,6,41.6579047352236
2,1,5,37.8370831024931
3,0,4,39.8423650270178
3,0,4,39.8510651116688
2,1,4,37.1484677232695
3,0,5,40.824237430046
1,0,4,36.8522536624418
3,0,6,41.6743394733051
3,1,3,37.7940465949365
2,0,1,33.3034713919173
1,1,7,37.3354592640365
2,0,3,37.1939489015934
3,0,3,38.6860830541813
1,0,6,38.6704706219795
2,0,2,35.6720756516603
3,1,1,34.4936048525077
1,0,6,38.6728678772487
3,0,3,38.6795534305342
2,1,3,36.2931911175265
3,0,4,39.8564967406232
1,0,4,36.8552684119303
3,0,3,38.6755089265153
3,0,6,41.6784924266221
2,0,6,40.1887619127651
2,0,2,35.6855582230442
1,0,5,37.8372704814398
2,0,6,40.1629724786781
2,0,5,39.3113493180354
2,1,3,36.2889170717772
1,1,2,33.5743005455531
3,0,4,39.847627552973
2,0,4,38.3598747426801
1,0,4,36.8670292882038
1,0,4,36.8551187825674
2,0,3,37.1963110167163
2,0,4,38.3529926275421
1,1,4,35.6551429553684
2,0,4,38.343459680541
1,1,4,35.6724194603685
2,0,5,39.3367734325309
1,1,3,34.7942847799183
3,1,4,38.6763623116066
1,0,6,38.6743038236996
3,0,3,38.7193770354881
3,1,3,37.7955570207584
2,0,5,39.3434461939496
3,1,2,36.5618980088593
2,0,6,40.1688402633764
3,1,4,38.6345000718006
1,0,6,38.6793243251919
2,1,4,37.1656418103696
2,1,2,35.085487265575
2,1,3,36.2963459914191
3,1,3,37.786648949919
3,0,5,40.8280764279525
3,0,5,40.8298451199205
1,1,4,35.6819202336216
3,1,3,37.8018180258508
3,0,3,38.6853706046815
1,0,5,37.8339705032078
3,1,4,38.6705926153498
1,0,4,36.8629852944925
3,0,5,40.8209208476052
1,0,5,37.8264235788533
2,1,5,37.8303353988231
2,1,5,37.8156886232355
1,0,3,35.693705213757
2,1,1,33.0104661947818
1,1,5,36.3256294686729
3,0,5,40.834002074148
3,1,2,36.573697913133
3,0,4,39.8582771793941
3,1,2,36.6080510718621
3,0,4,39.8541943241597
1,0,4,36.8626727864767
2,1,4,37.1574228377018
3,0,5,40.8235123871274
1,0,6,38.6714169748201
1,0,6,38.6671704850846
2,0,7,40.9214685617551
3,1,5,39.3356459822612
3,0,4,39.858914128889
2,0,3,37.2135522098751
2,0,5,39.324556261772
1,0,6,38.6755192214026
2,0,3,37.2071142845476
2,0,3,37.2104370098
2,1,5,37.8246256012788
2,0,2,35.6937014758589
3,1,3,37.7969790511959
2,0,4,38.3669829881695
2,0,4,38.3463015081259
3,0,4,39.87380632813
1,1,5,36.3247488773177
2,0,4,38.3633098478078
2,0,4,38.3576701647647
1,0,4,36.8333103653207
2,0,4,38.3613239151546
1,0,4,36.8480902729236
1,1,3,34.7989944946009
2,0,4,38.3776735699364
2,0,2,35.6598245043714
2,1,3,36.2865027786113
2,0,6,40.1696881503299
3,1,5,39.328870939326
3,1,2,36.5622927157792
1,0,5,37.8252510759513
1,0,4,36.8616416203967
2,0,5,39.3226152429329
1,0,3,35.6947797094597
1,1,3,34.8043724951175
3,0,5,40.812313200174
1,0,6,38.6743408955315
3,1,3,37.7876439900313
3,1,2,36.5766889146046
3,0,4,39.8627689068836
1,0,5,37.8245716388682
2,1,5,37.8370479950813
2,1,1,32.9925044840727
1,0,6,38.6863590738688
3,0,3,38.7003942208243
2,0,3,37.2016325446706
3,0,3,38.6884990303023
3,0,5,40.8402992771117
3,1,2,36.5785347141397
1,0,5,37.8381973064897
2,0,6,40.1554974425122
2,1,2,35.0812035228182
2,1,4,37.1548185440586
1,1,4,35.657283889037
1,0,6,38.6725924768849
2,1,1,33.0006738003536
1,0,5,37.8161915081467
1,0,6,38.6705929599574
1,0,6,38.6744438574933
3,0,4,39.8471783006373
1,1,4,35.6742589965376
3,1,4,38.659676893493
3,0,3,38.6775412810111
3,0,4,39.8532781957226
3,0,3,38.707247926937
3,0,4,39.8561837070022
2,0,4,38.3579727227434
2,1,5,37.8367827034965
3,0,5,40.8286565060885
3,1,3,37.8005849613704
2,1,5,37.8218593941786
3,1,3,37.8033384995014
3,1,3,37.8073821945956
3,1,3,37.7991725206441
3,0,5,40.8161475917083
1,1,2,33.5816545535224
3,0,4,39.8746257289546
2,1,3,36.2968438860257
1,0,4,36.8642929260937
3,0,3,38.6850939255221
2,1,3,36.2859341376236
1,0,3,35.6732534598527
2,0,4,38.3650404651554
3,0,4,39.8439021872697
3,0,3,38.6811079703491
2,1,3,36.2926380436715
3,1,3,37.7830889095279
2,1,2,35.0819943332048
3,0,5,40.8138871857761
2,1,4,37.164617513465
2,1,3,36.3004596806641
1,1,6,36.8708131478441
3,0,3,38.7159011308039
3,0,5,40.8323499453164
2,1,4,37.1534275554871
3,1,4,38.6613745280141
1,0,5,37.8272488769193
1,0,5,37.8031200474946
2,0,4,38.3612624268597
3,1,2,36.585749842777
1,1,6,36.8875260268567
3,0,3,38.6907918250479
1,0,3,35.6853931137275
1,0,5,37.8373152065338
3,0,5,40.8329519974117
3,0,2,37.170472413693
1,0,5,37.8462784009727
2,0,5,39.3224765746678
3,1,3,37.7943019549688
3,0,4,39.8570636450758
3,0,5,40.8403479814993
1,0,4,36.8515040588137
1,0,3,35.6965848210427
3,0,4,39.8537740177222
3,1,4,38.6547661534366
1,0,6,38.6785984141379
1,0,4,36.8477417226515
1,1,3,34.8091034742546
3,1,4,38.6681264632569
2,1,5,37.8306758811628
1,1,4,35.6572065926317
1,0,2,34.1884291612344
2,1,3,36.2904547758468
3,0,3,38.709334596916
1,1,5,36.3223869397034
2,0,3,37.1898403201322
1,0,7,39.4341384590275
3,0,6,41.6632717902232
2,0,6,40.1753092312582
1,1,4,35.6704351991668
3,0,6,41.6885122352904
1,1,3,34.7999906741615
3,0,3,38.7050998162499
2,1,3,36.3149261843236
2,0,3,37.208323954439
3,1,3,37.7832471655682
1,0,5,37.8270568948188
1,0,5,37.8082161129915
1,1,3,34.7863914786664
3,0,3,38.6945627212368
1,1,6,36.8730469505444
3,0,3,38.6996530038749
1,0,5,37.8259378139543
2,1,2,35.069489713935
1,0,3,35.7019679541503
2,1,4,37.1525695586747
2,0,5,39.3227669945795
2,0,3,37.1916630101345
1,0,6,38.6789426353289
1,0,5,37.8219976916866
3,0,3,38.6855607749084
3,0,3,38.6831386718483
3,0,4,39.8699090486433
2,0,4,38.3624479160535
2,0,3,37.1952486752565
1,0,6,38.6659948431501
1,0,7,39.4517311808709
2,1,2,35.0934541740185
1,0,5,37.8233203217414
2,0,7,40.9284349136015
3,1,2,36.584725251203
1,1,3,34.8045363782929
3,1,3,37.7822341564035
2,0,4,38.3473061363036
3,0,5,40.8316807185237
3,0,3,38.6963262787047
1,1,6,36.8632324272804
3,1,4,38.6860431606642
1,1,3,34.7825263132569
3,1,3,37.7922633109767
1,0,2,34.163435820268
1,0,4,36.8668635175122
2,0,4,38.3559367438888
1,0,6,38.6783819146943
2,0,3,37.1902385350238
1,1,2,33.5786312143473
1,1,3,34.8044915293582
2,0,3,37.1999673656321
1,1,4,35.6607528500907
2,1,2,35.0704187227015
2,1,5,37.8435196246568
1,0,3,35.6928201309923
1,1,3,34.8045988816734
1,1,3,34.8074821104308
3,1,5,39.3316979570459
2,1,3,36.3112018072401
3,0,4,39.8725034759264
1,0,3,35.7048573276348
3,0,3,38.709801565271
2,1,3,36.312615840513
3,0,3,38.7127314988994
1,1,3,34.8178580116764
2,0,4,38.3649662655968
3,1,4,38.6529872246705
2,1,4,37.1670377618697
1,1,4,35.6608259516353
1,1,5,36.349949047452
1,1,2,33.5735635319007
1,0,3,35.7033463107616
2,0,5,39.3355724864989
1,0,4,36.8626454182832
3,0,5,40.8025131676592
1,0,5,37.8245613260508
2,0,2,35.6902964947988
1,0,5,37.8290436396806
3,0,3,38.6933127144978
3,1,5,39.3196532505286
2,0,5,39.329280656277
3,0,2,37.1663363228949
3,1,3,37.7844622307781
3,0,4,39.8465947025153
3,0,4,39.8744431692439
1,1,2,33.5832700621544
2,0,3,37.1943833998935
3,0,5,40.8337462748772
3,1,2,36.5694618956212
1,0,4,36.8547255626309
1,0,3,35.6826853450981
1,1,5,36.3183904789527
3,0,5,40.8248697620297
3,1,3,37.7847043958216
3,0,1,34.823751438192
1,0,6,38.6771043921187
2,0,3,37.2001051619087
3,0,5,40.8230949169093
3,0,4,39.846191824957
2,1,4,37.1534604135613
1,1,4,35.6401376532775
1,1,4,35.6360571660505
1,1,4,35.662461314624
1,0,5,37.8303758256593
1,0,6,38.6667910361532
1,1,2,33.5821795305812
2,0,4,38.3534084565555
2,1,4,37.170694641569
1,1,4,35.6524574596309
2,0,3,37.1763466059019
1,1,5,36.3300675891482
3,1,2,36.5701390833633
1,1,6,36.8948485433805
1,1,3,34.7949400918859
3,0,5,40.8453838674009
3,0,4,39.8600681709287
1,1,4,35.6760563589388
3,1,3,37.7776757276801
2,0,3,37.206284987383
1,0,4,36.8558392623003
3,0,3,38.6966217396437
2,1,4,37.159601059806
3,1,2,36.5866721521805
3,1,3,37.8166867693714
2,0,2,35.6721726131465
3,0,3,38.7062939508151
3,1,4,38.6558676361448
3,0,5,40.8223339913821
3,0,5,40.8224694797927
2,0,4,38.363795961905
3,0,3,38.7144519000295
1,0,6,38.6696281709177
3,1,4,38.6488988842132
3,0,6,41.6761035457787
2,0,6,40.1817844679426
1,0,5,37.8275688013697
1,1,3,34.797999803354
2,1,3,36.3052050283389
3,0,4,39.8612997569538
2,0,5,39.3312949666927
1,0,3,35.7138609252433
2,0,4,38.3483612281241
2,1,5,37.8369464083171
3,1,5,39.3353584047218
1,1,4,35.6652773515903
3,1,3,37.7978262659436
1,0,5,37.8321591412507
2,0,2,35.6765336453324
1,0,3,35.711901646709
3,0,3,38.6966376781767
1,0,6,38.6836019727816
1,0,2,34.1694171988843
1,1,6,36.8749691021991
2,0,4,38.3681266372945
3,0,2,37.1897631033139
3,0,3,38.6923108738796
2,1,4,37.1638625186513
2,0,7,40.9334689558183
1,1,5,36.3429803708367
3,1,3,37.8015090067073
2,1,4,37.1637036675508
2,0,4,38.3735023578506
2,1,4,37.1499718885001
2,0,5,39.3144839960121
3,1,2,36.5872375453019
3,1,2,36.5933324538144
3,0,5,40.8223097505308
3,0,2,37.1881142743171
1,0,5,37.8308105953097
1,1,3,34.7868556731805
3,0,3,38.6906519936982
3,0,2,37.166860625901
2,0,4,38.3581193330382
1,0,7,39.4239223591825
2,0,3,37.1897216156303
3,0,3,38.7164905200689
1,0,4,36.8736073449209
3,1,5,39.3330351319826
2,0,5,39.3228068845065
3,0,4,39.8551759686435
1,1,3,34.781632414315
1,0,4,36.8675225665267
1,1,4,35.6808133244872
2,0,5,39.3396031528659
3,0,4,39.8543185781285
1,1,4,35.6530356331529
2,0,4,38.3526758700809
3,1,4,38.6473743329417
1,1,4,35.6575417470284
1,0,5,37.8329807572767
1,0,5,37.8330110534531
3,0,6,41.6730760634367
1,1,3,34.8019512572602
3,0,5,40.8265883074165
3,0,4,39.8486788962237
3,0,3,38.6879959510989
1,0,5,37.8489997955103
2,0,5,39.3139329193072
1,0,3,35.7132633473635
3,0,4,39.859596666547
3,1,5,39.3435488451768
1,1,7,37.3269301029888
1,0,4,36.8473858732232
3,1,4,38.6496550770232
1,1,2,33.5789685552924
3,0,4,39.8393285016968
3,1,3,37.8022631177325
3,1,4,38.669554711481
1,1,3,34.7786104987132
2,1,5,37.8184055514957
2,0,5,39.3390895791146
2,0,4,38.3722766249058
1,0,4,36.8598568856067
3,0,3,38.6864023374255
3,1,4,38.6614957567374
1,0,4,36.8726295289789
2,1,5,37.8202703564125
2,0,3,37.2045349067566
1,0,5,37.8231615858075
2,0,6,40.1662344072243
2,0,2,35.6791561665035
2,1,5,37.8358944958465
1,1,3,34.7831790386174
3,0,4,39.8650719864807
3,0,2,37.1906044779214
2,1,2,35.0831549462615
3,0,6,41.67042111117
2,1,2,35.0691419890819
2,0,5,39.3431315792929
2,1,3,36.3075316983242
3,0,4,39.8582800270623
3,0,2,37.1731032219161
1,0,4,36.8580140902774
1,0,4,36.8549659318426
1,0,5,37.8345042720993
1,0,6,38.6738488774276
2,0,4,38.351396644825
2,0,3,37.2135992299595
3,0,5,40.8366005792107
1,0,6,38.6686695328151
1,0,5,37.8339038880224
1,0,3,35.6896136007864
1,0,6,38.6707581311345
3,0,3,38.6862014845617
2,0,2,35.6879418341947
3,1,1,34.48760656062
1,0,3,35.7029574557098
3,1,2,36.5738843365247
2,0,4,38.3651914934047
2,1,3,36.2875827893372
1,0,6,38.6838312966214
2,0,3,37.1837928654534
1,1,5,36.3325530765261
1,0,6,38.6777775894511
1,1,5,36.3271351207149
1,1,4,35.6504548465909
2,1,3,36.3150088735199
3,0,7,42.4263416504351
2,1,6,38.3678818993863
3,0,4,39.8677358633058
2,0,5,39.3009390557594
2,0,4,38.369226075426
1,1,4,35.6457618001404
3,0,3,38.7045257873321
3,0,4,39.8539845946965
1,1,5,36.3188889552426
1,0,5,37.8203387158986
1,0,6,38.6735067448831
3,0,2,37.1918249745799
1,1,3,34.7971000055911
2,0,5,39.3171853973653
3,0,4,39.8538850259362
2,0,6,40.1732955377485
2,0,6,40.159296315814
2,1,3,36.288544152052
2,0,5,39.3245819189274
3,1,3,37.8109837850281
1,1,6,36.8673996218687
1,0,6,38.6709022213037
3,1,3,37.7948458373979
3,0,6,41.6709203234508
2,1,4,37.1477916073738
1,0,2,34.1845039245039
1,0,5,37.8291751215003
3,0,3,38.6827231835889
3,0,5,40.829838369183
3,0,5,40.8255063321887
3,1,3,37.7859243990188
1,1,2,33.5740506454094
3,1,3,37.8131752195567
1,1,4,35.6627982725677
3,0,3,38.701078774287
1,0,6,38.6724037524547
3,0,4,39.847293497953
1,0,4,36.8687467480497
1,0,4,36.8767752194657
1,0,5,37.8252273456646
2,0,7,40.9269515112507
2,0,2,35.7000070607527
1,1,4,35.660111502054
3,0,2,37.1760679021942
3,1,4,38.6759064998135
2,0,6,40.1770146975907
2,0,5,39.3219475796402
1,1,5,36.3317826821816
1,0,3,35.7024554689037
3,0,2,37.175428013432
1,0,4,36.8662411600743
1,1,6,36.8750439916847
2,0,3,37.1819165172332
2,1,3,36.3086486712574
2,1,4,37.1606432205957
3,0,4,39.8542964415095
2,0,5,39.3248486942868
3,0,5,40.8358335745157
2,0,5,39.3441507409817
2,0,4,38.3572207181427
2,1,3,36.2861193663352
3,1,2,36.5626325006195
2,1,4,37.1600401829904
1,1,3,34.8039582251764
2,0,7,40.9571229359124
1,0,5,37.8063831644545
2,0,5,39.3148582076776
2,0,6,40.1597851320192
1,0,6,38.6974958887443
2,0,2,35.675188978081
1,0,4,36.8715346171569
3,1,5,39.3362988956111
3,0,3,38.6839009323908
2,0,6,40.1868797545698
2,1,3,36.3070167414065
2,0,5,39.33753735979
3,0,4,39.8716349405311
1,1,3,34.7934554442868
1,0,4,36.8604954424007
2,0,4,38.3595604144427
3,1,3,37.7826099325376
2,1,4,37.1475394016924
2,0,5,39.3425340274021
3,0,6,41.6781673048987
2,0,4,38.3584587737377
1,0,5,37.8328555875141
3,1,4,38.642076255328
3,0,2,37.1647497938324
3,1,1,34.5068202544978
2,1,4,37.1674183795923
1,0,3,35.6716486048365
1,0,5,37.8147641862335
3,1,6,39.8767284042581
2,0,5,39.3261324033755
1,1,3,34.8043774498181
2,0,3,37.2069058567958
2,0,6,40.1744041839182
3,0,4,39.8474462073113
3,1,3,37.7987394850545
3,0,6,41.6539032130304
3,0,5,40.8457670820473
1,0,5,37.8346682105844
2,1,3,36.2832138433014
3,0,3,38.704207009825
1,0,3,35.7022168624693
1,0,7,39.4420565860528
2,0,5,39.3202124867877
1,1,3,34.806505958097
2,1,4,37.1780566609947
1,1,4,35.6512039282905
1,0,5,37.8220612437416
2,0,3,37.1834431265194
3,0,5,40.8293079132248
3,1,4,38.6642844320019
1,0,5,37.830973572254
2,1,5,37.8303450143944
2,0,4,38.3576791986258
2,1,3,36.3081400024799
1,0,5,37.8276979818303
3,0,3,38.7046029567111
2,1,3,36.2996052051226
2,1,4,37.1575728547824
3,0,4,39.8605336530712
1,1,3,34.8038135275419
3,0,4,39.863724888523
3,0,6,41.6855688671571
2,0,4,38.352299221106
1,0,5,37.8307250168538
2,0,4,38.3585387964527
2,1,5,37.8371735701622
3,1,3,37.8169190923148
2,0,4,38.3729135339865
2,0,4,38.3508343822072
2,1,4,37.1458767099282
1,1,4,35.6565695289476
2,0,5,39.3221710562997
2,0,3,37.201726432632
3,0,3,38.6885062461563
3,0,4,39.852503206745
1,0,3,35.6944792190725
1,0,4,36.857794255627
3,1,2,36.5861238403248
3,0,3,38.6898423407495
2,0,5,39.3318974049944
2,0,7,40.9449980854035
2,0,7,40.9358339099437
2,0,5,39.3154108795932
1,1,3,34.7805029256154
2,0,5,39.3292518383838
3,0,4,39.8549514691454
3,0,2,37.189774839843
2,1,3,36.284415998486
3,1,2,36.5809376312929
2,1,4,37.1657489954513
3,0,6,41.6781655858651
2,1,5,37.8243571732896
1,0,6,38.6780464132609
1,1,6,36.8596697117212
1,0,7,39.445376619784
1,0,5,37.8345175011356
1,1,6,36.8755093804755
3,0,3,38.6935355782246
2,0,3,37.1988953140079
3,1,3,37.7712739978165
2,1,5,37.8337405954714
1,1,3,34.7825197686959
1,0,6,38.6786259616538
3,0,4,39.8618544669524
1,0,6,38.6727406819003
1,1,3,34.7873800976537
1,0,4,36.8490048177157
2,0,7,40.9409471551555
3,1,2,36.574234049238
2,1,4,37.1666540676998
3,0,3,38.7011054423302
1,0,5,37.8420948066816
1,0,5,37.8260209339379
3,0,5,40.821630548307
2,0,4,38.351946780009
2,1,4,37.1628445205482
2,1,3,36.2903075188341
3,1,3,37.8218730898362
2,0,3,37.2262474870603
2,0,5,39.3239724011721
3,0,6,41.6645145146155
2,1,4,37.153982407646
1,0,6,38.6891002282019
2,0,3,37.2034263411971
2,1,7,38.8412281814441
3,1,3,37.8012275612066
3,0,2,37.1837006234598
1,0,4,36.8431640176118
3,0,4,39.8554865699923
2,0,5,39.3316582609579
2,1,3,36.3061504158222
3,1,3,37.8013947750235
2,0,5,39.3392606104
2,1,5,37.8208277681596
2,0,3,37.1926731343438
2,0,6,40.1726233551786
1,0,6,38.6677403559319
3,0,3,38.7008810296742
1,0,4,36.8560597718129
3,0,3,38.6876156105663
1,0,2,34.1902760364254
2,0,4,38.3583426656862
3,1,2,36.5809438709441
1,0,5,37.8223598593859
3,0,4,39.8524812003362
3,0,4,39.8529734760564
1,1,5,36.3408014646806
3,1,4,38.6733776797266
2,0,5,39.3277578973077
2,1,4,37.1743259945413
1,1,3,34.7890585497308
2,0,5,39.3167745728215
2,0,3,37.197362984876
3,1,4,38.6467043333374
1,0,5,37.8197763177885
2,1,3,36.2961574729347
3,1,4,38.6679020773563
1,1,4,35.6547387092221
2,0,4,38.3637900584261
2,0,6,40.1784491544072
2,1,3,36.2920247462713
2,0,3,37.194541965967
1,0,7,39.4495585427488
3,1,3,37.7897779403085
2,1,3,36.2968378328386
2,0,4,38.3765309073617
2,1,3,36.2936996472073
2,0,4,38.3614216308634
1,0,5,37.8207397910429
2,0,5,39.3287820038858
2,0,4,38.3592166188911
1,1,3,34.7896685173819
1,0,3,35.6983957747556
1,0,4,36.8524748737472
2,0,5,39.3510192362941
1,0,4,36.8629135899235
3,1,5,39.3358042534534
3,1,4,38.6482004981281
1,0,7,39.4364983194227
3,1,3,37.8034239857459
2,0,6,40.1785379837179
3,1,5,39.3259508527466
1,0,5,37.8303052279219
1,1,5,36.3492207130051
1,0,6,38.6694386619835
3,0,6,41.6847942523013
2,0,5,39.3360772994111
2,1,5,37.8254251169155
2,1,5,37.8410905646796
1,1,5,36.311413393815
1,0,7,39.4175405937952
3,1,4,38.6478935582005
1,0,4,36.8613199491217
2,0,5,39.3395065087153
2,1,5,37.8462679083693
